DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.1093/jaac/kpac019,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 1301 Art Theory; 0101 Philosophy,Counterfactual Reasoning in Art Criticism,"Abstract When we evaluate artworks, we often point to what an artist could have done or what a work could have been in order to say something about the work as it actually is. Call this counterfactual reasoning in art criticism. On my account, counterfactual claims about artworks involve comparative aesthetic judgments between actual artworks and hypothetical variations of those works. The practice of imagining what an artwork could have been is critically useful because it can help us understand how artworks achieve specific aesthetic effects. I conclude by responding to an objection to my account on the basis that it violates the widely accepted acquaintance principle in aesthetics, on which aesthetic judgments must be based on firsthand perceptual encounters with their objects.","[{""name"": ""Angela Sun"", ""affiliation"": [""Department of Philosophy, University of Michigan , Ann Arbor, MI , US""]}]","[""10.1111/j.1755-2567.1973.tb00630.x"", ""10.1007/s11098-021-01628-x"", ""10.2307/2678446"", ""10.1086/698732"", ""10.1111/j.1540-6245.2008.00293.x"", ""10.1111/jaac.12406"", ""10.1007/s11098-014-0392-y"", ""10.1093/mind/fzz054"", ""10.2307/2182490"", ""10.2307/2183262"", ""10.2307/778974"", ""10.2307/2183933""]","['Neuroscience', 'Arts and Humanities']","['Philosophy', 'Cognitive Neuroscience', 'Visual Arts and Performing Arts']","[[('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1162/leon_a_01989,LEONARDO,1304 Fine Art; 1301 Art Theory,"Cosmos, Chaos and Order Mapping as Knowing","Observation and experiment are seen as the cornerstones of empirical science. Astronomy, an inherently observational science, affords a case study of a discipline in which controlled experiments cannot be performed. The author argues that in such disciplines maps and mapping serve to interpolate intellectually between observation and experiment. This is particularly noticeable in the early conceptions of cosmos and changes in worldview wherein major cognitive shifts are encoded in maps. With historical advances in map-making techniques, the epistemic purposes served by maps have also evolved significantly. Maps in astronomy today are deployed as powerful visual devices that record and transmute observational data to support theoretical ideas underpinning our current understanding of the cosmos. One example is dark matter maps, which offer compelling indirect evidence for the existence of the elusive dominant matter component that shapes our universe: dark matter.","[{""name"": ""Priyamvada Natarajan"", ""affiliation"": [""Priyamvada Natarajan (astrophysicist), Yale University, Department of Astronomy, 52 Hillhouse Avenue, CT 06511, U.S.A..""]}]","[""10.1086/349045""]","['Physics and Astronomy', 'Arts and Humanities']","['History and Philosophy of Science', 'Astronomy and Astrophysics']","[[('0704 天文学', 0.7308), ('0702 物理学', 0.7214), ('0708 地球物理学', 0.7121), ('1404 遥感科学与技术', 0.7093), ('0706 大气科学', 0.7071)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0712 科学技术史', 0.7544), ('0101 哲学', 0.7508)], [('0704 天文学', 0.7193), ('1404 遥感科学与技术', 0.7071)]]"
10.1162/leon_a_01988,LEONARDO,1304 Fine Art; 1301 Art Theory,Cosmic Inspirations and Explorations by Soviet Nonconformist Artists,"The author explores diverse artistic trends and styles in works by Nonconformist artists Vyacheslav Koleychuk, Francisco Infante, Eduard Steinberg, Dmitri Plavinsky, Petr Belenok, Ilya Kabakov, Vitaly Komar and Alexander Melamid, and Konstantin Khudyakov, and their relationship to the ideas of the Russian cosmism movement. She traces historical and cultural contexts for Soviet Nonconformist art from the mid-1950s to the early 1980s and the artists’ interest in early twentieth-century Russian avant-garde practices. Elaborating on a long interdisciplinary tradition while balancing scientific and metaphysical views of art, their works allude to the multidimensional reality of our cosmos. Cosmism may offer an escape into one's own cosmos, fantasy and dreams.","[{""name"": ""Natalia Kolodzei"", ""affiliation"": [""Natalia Kolodzei (curator, art historian, art collector), Kolodzei Art Foundation, 123 South Adelaide Avenue #1N, Highland Park, NJ 08904, U.S.A.. Website: .""]}]","[""10.2307/1576103"", ""10.2307/1576094"", ""10.2307/1575612""]","['Computer Science', 'Physics and Astronomy', 'Arts and Humanities']","['Information Systems', 'Philosophy', 'Astronomy and Astrophysics']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0704 天文学', 0.7308), ('0702 物理学', 0.7214), ('0708 地球物理学', 0.7121), ('1404 遥感科学与技术', 0.7093), ('0706 大气科学', 0.7071)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0839 网络空间安全', 0.7454), ('0812 计算机科学与技术', 0.7417)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0704 天文学', 0.7193), ('1404 遥感科学与技术', 0.7071)]]"
10.1162/leon_a_01911,LEONARDO,1304 Fine Art; 1301 Art Theory,Conversations in Caves,"Abstract This article takes the form of a discussion between Flora Parrott (an artist) and Harriet Hawkins (a geographer), who first brought together their existing interests in caves and the underground in 2015. Gully Cave (southwest England), a site of their shared “fieldwork,” and two experimental workshops offer the context to reflect on their evolving work together. This exchange, edited from a series of emails, reflects the evolving, looping form their collaboration has taken, circling around key themes including the importance of time, failure and trust in the process of development, and discussions around expertise and experimentation.","[{""name"": ""Flora Parrott"", ""affiliation"": [""Flora Parrott, Department of Geography, Royal Holloway University of London, Queens Building, Royal Holloway, Egham, Surrey TW200EX, U.K. Email: floraparrott@hotmail.com. Web: www.floraparrott.com.""]}, {""name"": ""Harriet Hawkins"", ""affiliation"": [""Harriet Hawkins, Department of Geography, Royal Holloway University of London, Queens Building, Royal Holloway, Egham, Surrey TW200EX, U.K. Email: Harriet.Hawkins@rhul.ac.uk.""]}]",[],"['Earth and Planetary Sciences', 'Social Sciences']","['Geochemistry and Petrology', 'Geography, Planning and Development']","[[('0816 测绘科学与技术', 0.74), ('0818 地质资源与地质工程', 0.739), ('0708 地球物理学', 0.7365), ('0709 地质学', 0.7363), ('0705 地理学', 0.7352)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0820 石油与天然气工程', 0.7485), ('0818 地质资源与地质工程', 0.7296)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)]]"
10.5209/aris.65203,ARTE INDIVIDUO Y SOCIEDAD,1301 Art Theory,"Contemporary artistic practices and movement of affections. Relationship between images, artistic experience, agency and affectivity","Esta investigación analiza la relación de los afectos con la capacidad de agencia de las imágenes artísticas y los flujos, impregnaciones y movimientos de los afectos entre dichas imágenes, su contexto de inserción y los espectadores/participantes. El objetivo general es estudiar cómo estos flujos afectivos determinan la capacidad de agencia de los agentes/actantes implicados en los procesos artísticos analizados. Se considera fundamental, por lo tanto, comenzar por analizar la relación entre la capacidad de afección de una imagen y su capacidad de agencia, así como estudiar si esta relación puede ser entendida en términos de agencia primaria. Se analiza el papel que los afectos tienen en la capacidad performativa de las prácticas artísticas y el movimiento (entendido como acción) que puede desprenderse de la afección que éstas producen. Para ello se entiende que la perspectiva aportada al estudio de los afectos por parte de Suely Rolnik y Sara Ahmed permite generar un discurso relacional a partir del cual proponer una aproximación al poder de hacer de las imágenes artísticas desde su capacidad de afectación, planteando que dicha capacidad es clave para comprender los mecanismos de acción de este tipo de imágenes.","[{""name"": ""Rut Martín-Hernández"", ""affiliation"": []}]","[""10.5565/rev/athenead/v13n3.1060"", ""10.1093/oso/9780199256044.001.0001""]",['Social Sciences'],['Urban Studies'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0833 城乡规划学', 0.7511), ('0705 地理学', 0.7475)]]"
10.1111/1467-8365.12577,ART HISTORY,1304 Fine Art; 1301 Art Theory,Constructing a Human World: Denis Williams's Place in British Modernism of the 1950s,"This essay examines two paintings by Denis Williams, Human World (1950) and Painting in Six Related Rhythms (1954), and their accompanying critical reception, to consider the transformation that takes place from an early interest in social realism and narrative approach in representing the post‐war urban environment and the experience of migration in London, to a radically geometric abstraction that deliberately negates any narrative reference. Wyndham Lewis was a fervent supporter and mentor, but his writings on Williams employed clichéd characterizations of primitivism and colonialism that limited a fuller understanding of the artist's intentions for his work. Wilson Harris's more fully considered essays provide an interesting counterpart. Williams's contribution to British modernism of the 1950s, which was largely eclipsed following his departure for Africa and eventual return to Guyana, should, it is argued, be reconsidered as part of a fuller and more inclusive assessment of that period.","[{""name"": ""Allison Thompson"", ""affiliation"": []}]",[],['Arts and Humanities'],"['Archeology', 'History', 'Visual Arts and Performing Arts']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1162/leon_a_01788,LEONARDO,1304 Fine Art; 1301 Art Theory,Computational Art Inspired by Genome Browsers,Abstract This article describes the genome browser of the plant Arabidopsis thaliana as an inspiration for the creation of geometric artworks developed with code. Genome browsers are bioinformatic tools that life scientists use to access and visualize genome sequence data from species of interest. The artworks presented are inspired by genome sequence data and provide aesthetic interpretations of genes and their genomic contexts by an individual artist alternatively to the conventional scientific visualization of genome data.,"[{""name"": ""Martin Calvino"", ""affiliation"": [""441 South 3rd Avenue, Apt #1, Highland Park, NJ 08904, U.S.A. Email: martin.calvino@gmail.com.""]}]","[""10.1101/gr.403602"", ""10.1093/nar/29.1.102"", ""10.1038/35048692"", ""10.1093/gbe/evt015"", ""10.1093/nar/26.1.80""]","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']","['Plant Science', 'Molecular Biology']","[[('0909 草学', 0.735), ('0905 畜牧学', 0.7348), ('0903 农业资源与环境', 0.7344), ('0828 农业工程', 0.7328), ('0832 食品科学与工程', 0.7301)], [('0710 生物学', 0.7285), ('0811 控制科学与工程', 0.7264), ('0836 生物工程', 0.7242), ('1001 基础医学', 0.717), ('0832 食品科学与工程', 0.7157)], [('0903 农业资源与环境', 0.7532), ('0902 园艺学', 0.7513)], [('0710 生物学', 0.7379), ('1001 基础医学', 0.7336)]]"
10.1162/leon_a_02566,LEONARDO,1304 Fine Art; 1301 Art Theory,Compositional Rheology: Drafting Musical Flux through Fluid Mechanics and Drawing,"Abstract This article explores the fluctuating relationship between the concepts of the “smooth” and “striated” musical space and time introduced by French composer Pierre Boulez and further developed by philosopher Gilles Deleuze, as well as its connection to rheology. The study focuses on how the understanding of the Reynolds number (Re), a parameter that characterizes the way a fluid flows in a duct, might provide a new approach to investigating the aforementioned musical concepts and visualizing them through drawing. This article also introduces a way of studying and visualizing musical compositions by establishing analogies between compositional parameters and the molecular and inertial forces that exist within the stream of a fluid.","[{""name"": ""Juan-José Guerra-Valiente"", ""affiliation"": [""Juan-José Guerra-Valiente, University of Seville Fine Art, Laraña Street, Seville, 41003 Spain. Email: juagueval@alum.us.es.""]}]","[""10.1093/mind/LX.237.35"", ""10.1143/JJAP.47.3783"", ""10.1093/ml/79.3.386"", ""10.5040/9781472548092"", ""10.1080/09697259808571985"", ""10.1162/002409403321554198""]",['Computer Science'],['Computer Vision and Pattern Recognition'],"[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)]]"
10.1111/cura.12492,CURATOR-THE MUSEUM JOURNAL,1301 Art Theory,Complementing Connoisseurship With Artificial Intelligence,"AbstractThough humanistic in spirit and scholarship, the practice of art history has long recognized the value of science‐based investigative techniques, particularly for questions involving artwork authentication. Modes of investigation now include analysis of chemical composition and physical structure in addition to the traditional principles of connoisseurship and provenance research. We propose the use of a new tool − convolutional neural networks − to extend scientific analysis to the visual features of two‐dimensional artwork. Trained on the works of an artist under study and visually comparable works of other artists, our system can identify forgeries and propose attributions. It can also assign classification probabilities within a work, revealing mixed authorship and identifying the contributions of different hands. We describe and illustrate performance in connection with Old Master paintings and drawings. With one interesting exception, our system's attributions match those of authoritative experts for paintings whose authorship has been the subject of longstanding controversy. Although computational, our approach supplements and depends on human expertise in judging an artwork's authenticity and lived history.","[{""name"": ""Steven J. Frank"", ""affiliation"": [""Art Eye‐D Associates LLC  Framingham Massachusetts USA""]}, {""name"": ""Andrea M. Frank"", ""affiliation"": [""Art Eye‐D Associates LLC  Framingham Massachusetts USA""]}]","[""10.1007/978-94-009-7517-0"", ""10.1007/s00521-021-05893-z"", ""10.1109/QoMEX.2016.7498955"", ""10.1609/aaai.v32i1.11313"", ""10.1162/neco_a_01282"", ""10.1162/leon_a_02004"", ""10.1017/S0395264900037483"", ""10.1075/z.77"", ""10.1109/MSP.2008.923513"", ""10.1109/TPAMI.2011.203"", ""10.1109/ICCV48922.2021.00653"", ""10.1145/3375627.3375820"", ""10.1007/s11263-019-01228-7"", ""10.1109/ICIP.2016.7533051"", ""10.1109/MSP.2015.2406955"", ""10.1016/j.patcog.2016.06.005"", ""10.1038/s43856‐021‐00028‐w""]","['Computer Science', 'Neuroscience', 'Arts and Humanities']","['Conservation', 'Computer Vision and Pattern Recognition', 'Cognitive Neuroscience']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1162/artm_a_00353,ARTMARGINS,1301 Art Theory,Color Charts,"Abstract In the days before the arrival of the internet, Western art history education in Pakistan was mostly disseminated through black and white photocopies of original publications. The glossy pages of art books were transformed into rough copies in varying shades of gray. Rather than understanding this as a disadvantage, I propose, conversely, that this practice constituted a form of radical piracy—the blurred, partial and often completely indecipherable nature of this material proved to be, in fact, a kind of liberation.","[{""name"": ""Bani Abidi"", ""affiliation"": []}]",[],"['Social Sciences', 'Arts and Humanities']","['Sociology and Political Science', 'Political Science and International Relations', 'Visual Arts and Performing Arts']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1111/cura.12619,CURATOR-THE MUSEUM JOURNAL,1301 Art Theory,"Colonial history or decolonization? Shedding light on ""the possibilities of strengthening museum communication"" in Denmark","AbstractThis article analyses the structure and results of a report published in April 2022 by the Danish Ministry of Culture on the feasibility of “shedding light on the possibilities of strengthening museum communication of Denmark's colonial history.” This article seeks to expose the underlying assumptions accompanying the term “colonial history” in the report. It suggests that “decolonization” and “decoloniality” would be more appropriate frameworks for museum development, as evidenced by current scholarship as well as curatorial trends elsewhere in Europe. Ultimately, it imagines how differently a report focusing on how Danish museums might embrace the process of decoloniality would look.","[{""name"": ""Josefine Baark"", ""affiliation"": [""Aarhus University  Aarhus Denmark""]}]","[""10.1177/039219216301104407"", ""10.1215/00382876-1472612"", ""10.1080/09528822.2019.1653065"", ""10.4324/9781003293323"", ""10.1080/09502380601162514"", ""10.1111/j.1527-2001.2010.01137.x"", ""10.1215/9780822371779"", ""10.1080/09528822.2019.1654688"", ""10.1111/1471-0374.00058"", ""10.59962/9780774863940"", ""10.1093/ahr/121.5.1492""]","['Agricultural and Biological Sciences', 'Arts and Humanities']","['Archeology', 'Museology', 'Food Science']","[[('0909 草学', 0.735), ('0905 畜牧学', 0.7348), ('0903 农业资源与环境', 0.7344), ('0828 农业工程', 0.7328), ('0832 食品科学与工程', 0.7301)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)], [('0832 食品科学与工程', 0.7748), ('0905 畜牧学', 0.7384)]]"
10.1162/leon_a_01880,LEONARDO,1304 Fine Art; 1301 Art Theory,Collective Currents Exploring Sustainability through a Collaborative and Interactive Installation,"Abstract Water issues in the western United States include a long history of struggle, controversy and politics. Collaboration and compromise are required to achieve desirable outcomes in water quality and water rights. Collective Currents is an interactive art installation, developed collaboratively by a computer engineer and a multimedia artist, that explores the idea of cooperative experience in both literal and conceptual ways and creates an environment that makes reference to and engages the viewer to think about our ability to understand and solve environmental issues, specifically water quality and conservation, through collaboration.","[{""name"": ""Erik Brunvand"", ""affiliation"": [""Erik Brunvand, School of Computing, University of Utah, 50 S. Central Campus Drive, Rm MEB 3190, Salt Lake City, UT 84112, U.S.A. Email: elb@cs.utah.edu. Web: www.cs.utah.edu/~elb.""]}, {""name"": ""Wendy Wischer"", ""affiliation"": [""Wendy Wischer, Department of Art and Art History, University of Utah, 375 S. 1530 E., Rm 161, Salt Lake City, UT 84112, U.S.A. Email: wendy.wischer@utah.edu. Web: www.wendywischer.com.""]}]",[],"['Computer Science', 'Arts and Humanities']","['Museology', 'Human-Computer Interaction']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)]]"
10.5209/aris.87753,ARTE INDIVIDUO Y SOCIEDAD,1301 Art Theory,Collaborative curatorial practices linked to the territory,"Esta investigación analiza cuatro tipologías de prácticas curatoriales prototípicas, desarrolladas en instituciones rurales, privadas y públicas de la geografía española, cuyos criterios comparten la supeditación a las necesidades del territorio y sus gentes a través de la producción y difusión artística. Los casos de estudio seleccionados son: Genalguacil Pueblo Museo, en la Serranía de Ronda de Málaga; la caminata El Grand Tour de la Nau Côclea de Camallera, en Girona; el programa de TV Territori Contemporani de Vallès Oriental Televisió en Granollers, y la Fundación Cerezales Antonino y Cinia de Cerezales del Condado, en León. Estos espacios desarrollan una labor curatorial permeable e integradora, mediadora, con profundas raíces en un arte sostenible, socialmente comprometido y vinculado a diversidad de prácticas sociales emancipatorias divulgadas bajo el término de prácticas artísticas colaborativas o participativas. Sus rasgos distintivos acaban identificando un tipo de curaduría que opera con distinta intensidad y a diferentes velocidades en cada caso, porque se adapta a las necesidades y características idiosincráticas de los habitantes y agentes de su territorio, actuando en consecuencia. Todos son representativos de cierta curaduría colaborativa que se ha resuelto mediante la introducción de perspectivas de trabajo colaborativas en el seno de la función curatorial.","[{""name"": ""Laura Baigorri-Ballarín"", ""affiliation"": []}]","[""10.2307/j.ctvm7bcb0"", ""10.1215/9780822373780"", ""10.1515/9780822394037"", ""10.7551/mitpress/5138.001.0001"", ""10.1017/CBO9780511815355""]","['Social Sciences', 'Arts and Humanities']","['Cultural Studies', 'Archeology']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)]]"
10.1162/leon_a_02409,LEONARDO,1304 Fine Art; 1301 Art Theory,"Collaborations in Art and Medicine: Institutional Critique, Patient Participation, and Emerging Entanglements","Abstract In recent decades, collaborations between artists and clinicians or biomedical researchers have become increasingly common and now constitute a distinctive category of art-science collaboration. This article reflects on the intellectual and material conditions of such collaborations, exploring two genealogies for these practices—”sciart” and arts and health—with a focus on two key areas: (1) the need for stakeholders to recognize fine art practice as research and knowledge-production (rather than merely as illustrative, educational, or therapeutic); (2) the challenges and opportunities presented by patient-participant involvement. Finally, it explores critical medical humanities as an emergent framework currently shaping these kinds of collaborations.","[{""name"": ""Fiona Johnstone"", ""affiliation"": [""Fiona Johnstone, Institute for Medical Humanities, Durham University, Caedmon Building, Leazes Road, Durham, DH1 1SZ, U.K. Email: fiona.r.johnstone@durham.ac.uk.""]}]","[""10.1093/oso/9780198792079.001.0001"", ""10.1093/oso/9780198792079.001.0001"", ""10.1080/17533015.2010.551716"", ""10.1057/9781137282910"", ""10.1162/leon_a_02036"", ""10.1136/medhum-2018-011466"", ""10.1515/9781474400053-003"", ""10.1016/S2213-2600(16)30193-X""]","['Medicine', 'Arts and Humanities']","['Psychiatry and Mental health', 'Conservation', 'Visual Arts and Performing Arts']","[[('1002 临床医学', 0.7333), ('1007 药学', 0.7307), ('1001 基础医学', 0.7301), ('1008 中药学', 0.7257), ('1005 中医学', 0.7236)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1004 公共卫生与预防医学', 0.7419), ('0402 心理学', 0.7366)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1162/leon_a_01697,LEONARDO,1304 Fine Art; 1301 Art Theory,Cocreation across Spaces of Uncertainty Interdisciplinary Research and Collaborative Learning,"Broad Vision was a program for art/science collaboration that adopted a model of interdisciplinary learning, teaching and research. It brought together students and tutors from art and science subjects to work collaboratively on emergent projects based around a different theme each year. In this case study, the authors discuss the critical success factors and learning gained from an interdisciplinary cocreated curriculum. This includes looking at how collaborative learning and working at the intersections of the disciplines enabled students to develop new knowledge and understanding in both their own and other subject fields.","[{""name"": ""Mark Clements"", ""affiliation"": [""Mark Clements (educator, scientist), College of Science, University of Lincoln, U.K..""]}, {""name"": ""Silke Lange"", ""affiliation"": [""Silke Lange (educator, artist), Central Saint Martins, University of the Arts London, U.K.. Web: .""]}]","[""10.1177/147041290200100202""]","['Engineering', 'Decision Sciences', 'Psychology']","['Information Systems and Management', 'Mechanical Engineering', 'Experimental and Cognitive Psychology']","[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('1201 管理科学与工程', 0.7645), ('0811 控制科学与工程', 0.7569), ('0714 统计学', 0.7511), ('0711 系统科学', 0.7506), ('0812 计算机科学与技术', 0.7461)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('1201 管理科学与工程', 0.7741), ('1205 信息资源管理', 0.7676)], [('0802 机械工程', 0.7803), ('0807 动力工程及工程热物理', 0.7598)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)]]"
10.1093/aesthj/ayae003,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,"Cinema, displayed","Abstract This essay details that which is arguably the essential nature of a ubiquitous kind of visual display prominently involved in a great many phenomena that people have in mind when they think and talk about the cinema. My argument begins with a summary and critique of an important precedent, Noël Carroll’s essentialist definition of the detached moving image display. The remainder of my discussion concentrates on the structure and dynamics of a particular sort of luminescent display. This display is essential to what I call the cinematic display. As I understand it, the cinematic display is neither the or a medium of cinema nor perforce a vehicle for artistic content. It is, rather, a luminescent display in service of someone’s presentational intentions. I conclude with thoughts about the ontological relation between cinematic displays and works, the latter tentatively defined as a display of expressive or artistic agency.","[{""name"": ""Trevor Ponech"", ""affiliation"": [""Department of English, McGill University ,""]}]","[""10.1007/978-3-030-19601-1_2"", ""10.1017/CBO9780511551277"", ""10.7551/mitpress/5792.001.0001"", ""10.1017/CBO9780511674716"", ""10.1093/acprof:oso/9780199596201.001.0001"", ""10.1093/oso/9780198865452.001.0001"", ""10.1093/0199278067.001.0001"", ""10.4324/9780203356753"", ""10.1093/acprof:oso/9780199862139.003.0006"", ""10.1093/oso/9780190938635.001.0001"", ""10.1007/978-3-030-19601-1_3""]","['Economics, Econometrics and Finance', 'Social Sciences', 'Arts and Humanities']","['Sociology and Political Science', 'Economics and Econometrics', 'Literature and Literary Theory']","[[('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0202 应用经济学', 0.7539), ('0201 理论经济学', 0.7475)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)]]"
10.1162/leon_a_01834,LEONARDO,1304 Fine Art; 1301 Art Theory,Chance in Art and Biology,"Chance events interrupt the probabilities of reproduction, sometimes leading to extinction, sometimes to novel variations; this is exemplified in both biology and art. Reproduction takes place in the ambit of certainty or accident or chance.","[{""name"": ""Clement Adelman"", ""affiliation"": [""Rue de la Garenne Roquebrun, 34460 France.""]}]",[],['Neuroscience'],['Cognitive Neuroscience'],"[[('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
