DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.1111/1467-8365.12588,ART HISTORY,1304 Fine Art; 1301 Art Theory,Divine Nature: Feathered Microcarvings in the Early Modern World,"This essay reunites a diverse corpus of portable devotional objects likely created around the late sixteenth century which feature minute wooden carvings set against grounds of brightly coloured hummingbird feathers. While the Christological narratives that they commonly depict reveal clear links to the artistic traditions of Western Europe, the plumage that they sport is derived from a family of birds endemic to the Americas. This juxtaposition has inspired the scholars who address them to focus all but exclusively on determining their provenance. Yet their composite nature undermines simplistic notions of origin by suggesting the pathways that they travelled in the early modern world: while the carvings themselves were likely produced by Indigenous artists in central Mexico, the metal cases sported by several examples were made in Europe. After surveying the corpus and its place in previous scholarship, this essay turns to an examination of their reception by elite European audiences. It argues that such viewers drew formal and theological connections between the materials and iconography of these objects that greatly enhanced their potential to serve as effective tools for private devotion.","[{""name"": ""Brendan C. McMahon"", ""affiliation"": []}]",[],['Arts and Humanities'],"['Visual Arts and Performing Arts', 'History', 'Conservation']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)]]"
10.2298/ZOG2145065P,ZOGRAF,0603 World History; 1304 Fine Art; 1301 Art Theory,Depictions of holy women as preachers in vita icons,"Despite the general prohibition of the Church on women preaching, the Church uses, as examples for imitation, vita icons depicting holy women (Saints Mary Magdalene, Catherine, and Marina) publicly teaching. At the same time, the hagiological texts praising these saints describe them with ambiguity, as all praise for their actions is described in terms of ?male virtues?. We have tried to interpret these controversial scenes of the icons, but as the only possible interpretation we consider the centuries-long inability to understand the female nature.","[{""name"": ""Paraskevi Papadimitriou"", ""affiliation"": [""School of Social Theology and Christian Culture, Aristotle University of Thessaloniki, Greece""]}]",[],"['Arts and Humanities', 'Social Sciences']","['Religious studies', 'Geography, Planning and Development']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0101 哲学', 0.7671), ('0305 马克思主义理论', 0.7585)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)]]"
10.1162/leon_a_02217,LEONARDO,1304 Fine Art; 1301 Art Theory,Demiurge A Music of Babel,"Abstract The authors explore the unfinished, attempting a fragmentary and blurred snapshot of an ongoing research project on the musical application of generative adversarial networks, entitled Demiurge. The project was initiated in July 2020 as a collaboration between an international team of interdisciplinary artists and researchers led by Marek Poliks (instrument design) and Roberto Alonso Trillo (violin). In keeping with its namesake, Demiurge asks questions about creation, specifically in the era of machine learning, and works to formalize a new creative process endemic to and natural within a world of machine collaborators.","[{""name"": ""Roberto Alonso Trillo"", ""affiliation"": [""Roberto Alonso Trillo, Music Department/Augmented Creativity Lab, Hong Kong Baptist University, Hong Kong, 34 Renfrew Rd, Kowloon Tsai, DLB817, Hong Kong SAR. Email: robertoalonso@hkbu.edu.hk.""]}, {""name"": ""Marek Poliks"", ""affiliation"": [""Marek Poliks, Electronic Production and Design, Berklee College of Music, Boston, 1140 Boylston Street, Boston, MA 02215, U.S.A. Email: mpoliks@gmail.com.""]}]","[""10.1109/ICASSP.2019.8683282"", ""10.1162/014892600559489"", ""10.1007/s42438-020-00209-1"", ""10.7208/chicago/9780226925233.001.0001"", ""10.5749/j.ctvc16gdz.6""]","['Arts and Humanities', 'Computer Science']","['History and Philosophy of Science', 'Computer Vision and Pattern Recognition']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0712 科学技术史', 0.7544), ('0101 哲学', 0.7508)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)]]"
10.1162/leon_a_02593,LEONARDO,1304 Fine Art; 1301 Art Theory,Deliberate Maladjustment by Microorganisms: A Medium for Images or Luminous Bacteria,"Abstract In this article, the authors reveal a new significance for the phrase “deliberately maladjusted” (borrowed from video art of the 1970s and its critical interventions) in the act of microbial image processing using two artworks by the authors: A Medium for Images or Luminous Bacteria and ‘イ’ (1926) by BioLuminescent Bacteria. In contrast to early video experimentations, contemporary computational image processing simulates and manipulates various visual media in a manner well-adjusted for digital computation and display. The authors reconsider the historical process of image processing with living entities and microorganisms as they attempt to extend the possibility of works being deliberately maladjusted.","[{""name"": ""Takumi Saeki"", ""affiliation"": [""Takumi Saeki, Graduate School of Design, Kyushu University, Fukuoka, Japan. Email: saeki.takumi0508@gmail.com.""]}, {""name"": ""Nobuhiro Masuda"", ""affiliation"": [""Nobuhiro Masuda, Faculty of Design, Kyushu University, Fukuoka, Japan. Email: masuda@design.kyushu-u.ac.jp.""]}, {""name"": ""Kazuhiro Jo"", ""affiliation"": [""Kazuhiro Jo, Faculty of Design, Kyushu University, Fukuoka, Japan. Email: jo@jp.org.""]}]","[""10.1145/325334.325247"", ""10.1109/C-M.1977.217672"", ""10.3138/9781442666702-014"", ""10.1215/17432197-3755156"", ""10.1162/014892600559489"", ""10.1177/13675494211060537"", ""10.1007/s42438-020-00209-1"", ""10.1515/9783839448465-010"", ""10.1080/13528165.2020.1807744"", ""10.1080/13528165.2020.1807745"", ""10.7551/mitpress/9138.001.0001"", ""10.1038/35035159"", ""10.1142/8239"", ""10.1146/annurev.micro.55.1.165""]","['Biochemistry, Genetics and Molecular Biology', 'Neuroscience']","['Cellular and Molecular Neuroscience', 'Biophysics']","[[('0710 生物学', 0.7285), ('0811 控制科学与工程', 0.7264), ('0836 生物工程', 0.7242), ('1001 基础医学', 0.717), ('0832 食品科学与工程', 0.7157)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0811 控制科学与工程', 0.7525), ('1001 基础医学', 0.7489)], [('0710 生物学', 0.7179), ('0811 控制科学与工程', 0.7089)]]"
10.1162/leon_a_02036,LEONARDO,1304 Fine Art; 1301 Art Theory,"Defining the Role of ""Relational Producer"" in Arts-and-Health Collaborations in Hospitals A Reflection on Catalysts and Partnerships","Abstract As the profile of the arts-and-health sector grows and interdisciplinary projects with public outcomes become more common, it is useful to explore roles and ways of working at the interface between different disciplines. The authors analyze the complex role of producer, likely to become increasingly relevant in this landscape. While incorporating aspects of existing roles (e.g. hospital arts manager, cultural venue participatory producer, independent creative producer, public engagement manager), the producer has a very specific raison d'être and could be defined as “relational producer.” This role is not well understood and yet central to this field of practice.","[{""name"": ""Anna Ledgard"", ""affiliation"": [""Anna Ledgard, Artsadmin, London, U.K.""]}, {""name"": ""Susannah Hall"", ""affiliation"": [""Susannah Hall, GOSH Arts, Great Ormond Street Hospital for Children, NHS Foundation Trust, London, U.K.""]}, {""name"": ""Sofie Layton"", ""affiliation"": [""Sofie Layton, London, U.K.""]}, {""name"": ""Mark Storor"", ""affiliation"": [""Mark Storor, St Helens, Merseyside, U.K.""]}, {""name"": ""Nicky Petto"", ""affiliation"": [""Nicky Petto, GOSH Arts, Great Ormond Street Hospital for Children, NHS Foundation Trust, London, U.K.""]}, {""name"": ""Jo Wray"", ""affiliation"": [""Jo Wray, Cardiorespiratory Unit, Great Ormond Street Hospital for Children, NHS Foundation Trust, London, U.K.""]}, {""name"": ""Giovanni Biglino"", ""affiliation"": [""Giovanni Biglino, Bristol Medical School, University of Bristol, Bristol, U.K.; National Heart & Lung Institute, Imperial College London, London, U.K.""]}]",[],['Medicine'],['Psychiatry and Mental health'],"[[('1002 临床医学', 0.7333), ('1007 药学', 0.7307), ('1001 基础医学', 0.7301), ('1008 中药学', 0.7257), ('1005 中医学', 0.7236)], [('1004 公共卫生与预防医学', 0.7419), ('0402 心理学', 0.7366)]]"
10.1162/leon_a_02341,LEONARDO,1304 Fine Art; 1301 Art Theory,Deep Permutation Design A New Potential Artificial Intelligence-Based Design Methodology,"Abstract An artificial intelligence-based design methodology is presented based on permutations and neural networks. Elements are combined in all possible ways to form all possible design solutions, and a neural network extracts the best solution after being trained on either objective or subjective criteria. This methodology is projected to have many applications in fashion, architecture, music, storytelling, cooking, or any other design or art field that can be represented as a set of permutations.","[{""name"": ""Kostas Terzidis"", ""affiliation"": [""Kostas Terzidis, 281 Fuxin Road, College of Design and Innovation, Tongji University, Shanghai 200032, China. Email: kostas@tongji.edu.cn.""]}, {""name"": ""Filippo Fabrocini"", ""affiliation"": [""Filippo Fabrocini, College of Design and Innovation, Tongji University, Shanghai 200032, China. Email: fabrocini@tongji.edu.cn.""]}, {""name"": ""Hyejin Lee"", ""affiliation"": [""Hyejin Lee, 281 Fuxin Road, Tongji University, College of Design and Innovation, Shanghai 200092, China. Email: hyejin@tongji.edu.cn.""]}, {""name"": ""Louis Daumard"", ""affiliation"": [""Louis Daumard, 205 Rue du Faubourg Saint-Martin, Tongji University, College of Design and Innovation, 75010 Paris, France. Email: louis.daumard@gmail.com.""]}]","[""10.1145/965141.563863"", ""10.1016/0010-4485(85)90165-4"", ""10.1086/287954"", ""10.1038/538311a"", ""10.1215/9780822371816"", ""10.1007/s13347-019-00345-y"", ""10.1111/jpim.12523"", ""10.1038/323533a0"", ""10.1007/s13748-011-0005-3"", ""10.1109/TEVC.2015.2433680"", ""10.1109/TCYB.2017.2728120"", ""10.3182/20110828-6-IT-1002.02352"", ""10.1109/TCYB.2017.2728120"", ""10.1038/srep00196"", ""10.1016/B978-0-08-101743-2.00004-2"", ""10.1260/1478-0771.13.1.25"", ""10.35483/ACSA.AM.107.106"", ""10.1002/2475-8876.12147"", ""10.3130/aija.82.1389"", ""10.1017/S0890060401152029""]","['Engineering', 'Psychology']","['Architecture', 'Social Psychology', 'Mechanical Engineering']","[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0813 建筑学', 0.7506), ('0814 土木工程', 0.7274)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0802 机械工程', 0.7803), ('0807 动力工程及工程热物理', 0.7598)]]"
10.1162/leon_a_02541,LEONARDO,1304 Fine Art; 1301 Art Theory,Cursive Calligraphy in 3D and Bio-Ink,"Abstract This paper presents a generative approach to creating dynamic 3D cursive calligraphy by integrating motion and bio-data captured by EEG and EMG sensors with particle systems driven by vector fields. The artwork created through this method metaphorically and visually represents a calligrapher’s energy, inspired by the traditional concept of qi. The authors use the term bio-ink to describe the visualization technique of this digital sculpture, which uses bio-data as parameters to control the flow and dynamism of the particles. Utilizing Unreal Engine 5, the authors create a dynamic 3D artwork that inspires further investigation into the therapeutic benefits of calligraphy highlights the potential use of biofeedback in skill development, and paves the way for combining traditional arts with artists’ life-data.","[{""name"": ""Rem RunGu Lin"", ""affiliation"": [""Rem RunGu Lin, Computational Media and Arts, Hong Kong University of Science and Technology (Guangzhou), Guangdong, China. Email: rlin408@connect.hkust-gz.edu.cn.""]}, {""name"": ""You Zhou"", ""affiliation"": [""You Zhou, Computational Media and Arts, Hong Kong University of Science and Technology (Guangzhou), Guangdong, China. Email: yzhou785@connect.hkust-gz.edu.cn.""]}, {""name"": ""Kang Zhang"", ""affiliation"": [""Kang Zhang, Computational Media and Arts, Hong Kong University of Science and Technology (Guangzhou), Guangdong, China. Email: kzhangcma@hkust-gz.edu.cn.""]}]","[""10.1145/3347122.3347136"", ""10.3390/mti2020016"", ""10.1111/phc3.12912"", ""10.1016/S0952-1976(04)00090-9"", ""10.1145/3465625"", ""10.1016/S0097-8493(99)00141-7"", ""10.1109/ICDAR.2001.953798"", ""10.1145/15886.15911"", ""10.1145/1073204.1073221"", ""10.1109/iCAwST.2012.6469607"", ""10.1109/ISM.2017.105"", ""10.1016/j.cag.2012.08.003"", ""10.1109/ACCESS.2019.2962082"", ""10.1007/978-3-030-14323-7_8"", ""10.1162/leon_a_01772"", ""10.1386/jcp.4.2.381_1"", ""10.1016/S0360-1315(99)00046-9"", ""10.1162/leon_a_01886"", ""10.7551/mitpress/6730.001.0001"", ""10.1109/TMM.2019.2937187""]","['Engineering', 'Computer Science']","['Architecture', 'Human-Computer Interaction', 'Automotive Engineering']","[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0813 建筑学', 0.7506), ('0814 土木工程', 0.7274)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)], [('0802 机械工程', 0.7467), ('0811 控制科学与工程', 0.7348)]]"
10.1111/1467-8365.12637,ART HISTORY,1304 Fine Art; 1301 Art Theory,Crossing the Line: Cristobal de Villalpando and the Surplus of Script,"In 1706 Cristóbal de Villalpando signed a painting with an unusual, intensive calligraphic flourish, and sent it from Mexico City far to the north. This essay describes Villalpando's decision to invest so much pictorial energy in letterforms against this geographic backdrop. Doing so reveals several social registers in which writing had taken on particular professional charge, and opens on to a yet broader artistic sensitivity to writing: its forms and modes of production. The Spanish Empire's extensive bureaucracy of paper made imperial subjects highly sensitive to script's visual and material qualities, such that Villalpando and his fellow artists could capitalize upon them both to produce meaning within their pictures, and to engineer particular constructions of self. In juxtaposing distinct domains of writing – notarial, educational, performative – with paintings, this essay stakes a methodological claim for considering the archive, broadly conceived, as a place just as important for looking as for reading and transcription.","[{""name"": ""Aaron M. Hyman"", ""affiliation"": []}]",[],['Arts and Humanities'],"['Literature and Literary Theory', 'Visual Arts and Performing Arts']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1162/leon_a_01909,LEONARDO,1304 Fine Art; 1301 Art Theory,Creative Works Exploring Our Information Ecosystem: 1970-1979,"In the 1970s, Richard Lowenberg embarked upon the first in a series of experimental artworks that were conceptualized as part of a lifelong body of works addressing aspects of our information environment as ecosystem. Creative works during this period were influenced by information theory and cybernetics, the electromagnetic spectrum, the nature of signal, feedback, sensing-communicating, language and emerging media technologies. Artistic milestones included video-audio synthesis, NASA arts collaborations, interactions with Koko the gorilla, creation of sequences for the Secret Life of Plants film and EEG-EMGEKG biotelemetric performances (“Bio-Dis-Plays”). Real life offered a number of unexpected opportunities and distractions that enriched this work and helped set a course for development and realization of subsequent projects along an intended ecocultural path.","[{""name"": ""Richard Lowenberg"", ""affiliation"": [""Richard Lowenberg (artist, writer).. Web: .""]}]",[],"['Physics and Astronomy', 'Arts and Humanities', 'Computer Science']","['Information Systems', 'Astronomy and Astrophysics', 'Visual Arts and Performing Arts']","[[('0704 天文学', 0.7308), ('0702 物理学', 0.7214), ('0708 地球物理学', 0.7121), ('1404 遥感科学与技术', 0.7093), ('0706 大气科学', 0.7071)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0839 网络空间安全', 0.7454), ('0812 计算机科学与技术', 0.7417)], [('0704 天文学', 0.7193), ('1404 遥感科学与技术', 0.7071)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1093/jaac/kpac019,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 1301 Art Theory; 0101 Philosophy,Counterfactual Reasoning in Art Criticism,"Abstract When we evaluate artworks, we often point to what an artist could have done or what a work could have been in order to say something about the work as it actually is. Call this counterfactual reasoning in art criticism. On my account, counterfactual claims about artworks involve comparative aesthetic judgments between actual artworks and hypothetical variations of those works. The practice of imagining what an artwork could have been is critically useful because it can help us understand how artworks achieve specific aesthetic effects. I conclude by responding to an objection to my account on the basis that it violates the widely accepted acquaintance principle in aesthetics, on which aesthetic judgments must be based on firsthand perceptual encounters with their objects.","[{""name"": ""Angela Sun"", ""affiliation"": [""Department of Philosophy, University of Michigan , Ann Arbor, MI , US""]}]","[""10.1111/j.1755-2567.1973.tb00630.x"", ""10.1007/s11098-021-01628-x"", ""10.2307/2678446"", ""10.1086/698732"", ""10.1111/j.1540-6245.2008.00293.x"", ""10.1111/jaac.12406"", ""10.1007/s11098-014-0392-y"", ""10.1093/mind/fzz054"", ""10.2307/2182490"", ""10.2307/2183262"", ""10.2307/778974"", ""10.2307/2183933""]","['Arts and Humanities', 'Neuroscience']","['Philosophy', 'Visual Arts and Performing Arts', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1162/leon_a_01989,LEONARDO,1304 Fine Art; 1301 Art Theory,"Cosmos, Chaos and Order Mapping as Knowing","Observation and experiment are seen as the cornerstones of empirical science. Astronomy, an inherently observational science, affords a case study of a discipline in which controlled experiments cannot be performed. The author argues that in such disciplines maps and mapping serve to interpolate intellectually between observation and experiment. This is particularly noticeable in the early conceptions of cosmos and changes in worldview wherein major cognitive shifts are encoded in maps. With historical advances in map-making techniques, the epistemic purposes served by maps have also evolved significantly. Maps in astronomy today are deployed as powerful visual devices that record and transmute observational data to support theoretical ideas underpinning our current understanding of the cosmos. One example is dark matter maps, which offer compelling indirect evidence for the existence of the elusive dominant matter component that shapes our universe: dark matter.","[{""name"": ""Priyamvada Natarajan"", ""affiliation"": [""Priyamvada Natarajan (astrophysicist), Yale University, Department of Astronomy, 52 Hillhouse Avenue, CT 06511, U.S.A..""]}]","[""10.1086/349045""]","['Physics and Astronomy', 'Arts and Humanities']","['History and Philosophy of Science', 'Astronomy and Astrophysics']","[[('0704 天文学', 0.7308), ('0702 物理学', 0.7214), ('0708 地球物理学', 0.7121), ('1404 遥感科学与技术', 0.7093), ('0706 大气科学', 0.7071)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0712 科学技术史', 0.7544), ('0101 哲学', 0.7508)], [('0704 天文学', 0.7193), ('1404 遥感科学与技术', 0.7071)]]"
10.1162/leon_a_01988,LEONARDO,1304 Fine Art; 1301 Art Theory,Cosmic Inspirations and Explorations by Soviet Nonconformist Artists,"The author explores diverse artistic trends and styles in works by Nonconformist artists Vyacheslav Koleychuk, Francisco Infante, Eduard Steinberg, Dmitri Plavinsky, Petr Belenok, Ilya Kabakov, Vitaly Komar and Alexander Melamid, and Konstantin Khudyakov, and their relationship to the ideas of the Russian cosmism movement. She traces historical and cultural contexts for Soviet Nonconformist art from the mid-1950s to the early 1980s and the artists’ interest in early twentieth-century Russian avant-garde practices. Elaborating on a long interdisciplinary tradition while balancing scientific and metaphysical views of art, their works allude to the multidimensional reality of our cosmos. Cosmism may offer an escape into one's own cosmos, fantasy and dreams.","[{""name"": ""Natalia Kolodzei"", ""affiliation"": [""Natalia Kolodzei (curator, art historian, art collector), Kolodzei Art Foundation, 123 South Adelaide Avenue #1N, Highland Park, NJ 08904, U.S.A.. Website: .""]}]","[""10.2307/1576103"", ""10.2307/1576094"", ""10.2307/1575612""]","['Physics and Astronomy', 'Arts and Humanities', 'Computer Science']","['Astronomy and Astrophysics', 'Information Systems', 'Philosophy']","[[('0704 天文学', 0.7308), ('0702 物理学', 0.7214), ('0708 地球物理学', 0.7121), ('1404 遥感科学与技术', 0.7093), ('0706 大气科学', 0.7071)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0704 天文学', 0.7193), ('1404 遥感科学与技术', 0.7071)], [('0839 网络空间安全', 0.7454), ('0812 计算机科学与技术', 0.7417)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)]]"
10.1162/leon_a_01911,LEONARDO,1304 Fine Art; 1301 Art Theory,Conversations in Caves,"Abstract This article takes the form of a discussion between Flora Parrott (an artist) and Harriet Hawkins (a geographer), who first brought together their existing interests in caves and the underground in 2015. Gully Cave (southwest England), a site of their shared “fieldwork,” and two experimental workshops offer the context to reflect on their evolving work together. This exchange, edited from a series of emails, reflects the evolving, looping form their collaboration has taken, circling around key themes including the importance of time, failure and trust in the process of development, and discussions around expertise and experimentation.","[{""name"": ""Flora Parrott"", ""affiliation"": [""Flora Parrott, Department of Geography, Royal Holloway University of London, Queens Building, Royal Holloway, Egham, Surrey TW200EX, U.K. Email: floraparrott@hotmail.com. Web: www.floraparrott.com.""]}, {""name"": ""Harriet Hawkins"", ""affiliation"": [""Harriet Hawkins, Department of Geography, Royal Holloway University of London, Queens Building, Royal Holloway, Egham, Surrey TW200EX, U.K. Email: Harriet.Hawkins@rhul.ac.uk.""]}]",[],"['Earth and Planetary Sciences', 'Social Sciences']","['Geochemistry and Petrology', 'Geography, Planning and Development']","[[('0816 测绘科学与技术', 0.74), ('0818 地质资源与地质工程', 0.739), ('0708 地球物理学', 0.7365), ('0709 地质学', 0.7363), ('0705 地理学', 0.7352)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0820 石油与天然气工程', 0.7485), ('0818 地质资源与地质工程', 0.7296)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)]]"
10.1111/1467-8365.12577,ART HISTORY,1304 Fine Art; 1301 Art Theory,Constructing a Human World: Denis Williams's Place in British Modernism of the 1950s,"This essay examines two paintings by Denis Williams, Human World (1950) and Painting in Six Related Rhythms (1954), and their accompanying critical reception, to consider the transformation that takes place from an early interest in social realism and narrative approach in representing the post‐war urban environment and the experience of migration in London, to a radically geometric abstraction that deliberately negates any narrative reference. Wyndham Lewis was a fervent supporter and mentor, but his writings on Williams employed clichéd characterizations of primitivism and colonialism that limited a fuller understanding of the artist's intentions for his work. Wilson Harris's more fully considered essays provide an interesting counterpart. Williams's contribution to British modernism of the 1950s, which was largely eclipsed following his departure for Africa and eventual return to Guyana, should, it is argued, be reconsidered as part of a fuller and more inclusive assessment of that period.","[{""name"": ""Allison Thompson"", ""affiliation"": []}]",[],['Arts and Humanities'],"['Archeology', 'Visual Arts and Performing Arts', 'History']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)]]"
10.1162/leon_a_01788,LEONARDO,1304 Fine Art; 1301 Art Theory,Computational Art Inspired by Genome Browsers,Abstract This article describes the genome browser of the plant Arabidopsis thaliana as an inspiration for the creation of geometric artworks developed with code. Genome browsers are bioinformatic tools that life scientists use to access and visualize genome sequence data from species of interest. The artworks presented are inspired by genome sequence data and provide aesthetic interpretations of genes and their genomic contexts by an individual artist alternatively to the conventional scientific visualization of genome data.,"[{""name"": ""Martin Calvino"", ""affiliation"": [""441 South 3rd Avenue, Apt #1, Highland Park, NJ 08904, U.S.A. Email: martin.calvino@gmail.com.""]}]","[""10.1101/gr.403602"", ""10.1093/nar/29.1.102"", ""10.1038/35048692"", ""10.1093/gbe/evt015"", ""10.1093/nar/26.1.80""]","['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences']","['Plant Science', 'Molecular Biology']","[[('0710 生物学', 0.7285), ('0811 控制科学与工程', 0.7264), ('0836 生物工程', 0.7242), ('1001 基础医学', 0.717), ('0832 食品科学与工程', 0.7157)], [('0909 草学', 0.735), ('0905 畜牧学', 0.7348), ('0903 农业资源与环境', 0.7344), ('0828 农业工程', 0.7328), ('0832 食品科学与工程', 0.7301)], [('0903 农业资源与环境', 0.7532), ('0902 园艺学', 0.7513)], [('0710 生物学', 0.7379), ('1001 基础医学', 0.7336)]]"
10.1162/leon_a_01880,LEONARDO,1304 Fine Art; 1301 Art Theory,Collective Currents Exploring Sustainability through a Collaborative and Interactive Installation,"Abstract Water issues in the western United States include a long history of struggle, controversy and politics. Collaboration and compromise are required to achieve desirable outcomes in water quality and water rights. Collective Currents is an interactive art installation, developed collaboratively by a computer engineer and a multimedia artist, that explores the idea of cooperative experience in both literal and conceptual ways and creates an environment that makes reference to and engages the viewer to think about our ability to understand and solve environmental issues, specifically water quality and conservation, through collaboration.","[{""name"": ""Erik Brunvand"", ""affiliation"": [""Erik Brunvand, School of Computing, University of Utah, 50 S. Central Campus Drive, Rm MEB 3190, Salt Lake City, UT 84112, U.S.A. Email: elb@cs.utah.edu. Web: www.cs.utah.edu/~elb.""]}, {""name"": ""Wendy Wischer"", ""affiliation"": [""Wendy Wischer, Department of Art and Art History, University of Utah, 375 S. 1530 E., Rm 161, Salt Lake City, UT 84112, U.S.A. Email: wendy.wischer@utah.edu. Web: www.wendywischer.com.""]}]",[],"['Arts and Humanities', 'Computer Science']","['Human-Computer Interaction', 'Museology']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)]]"
